,Unnamed: 0,movie_id,title,year,rating,votes_x,genres,imdb_title_id,weighted_average_vote,total_votes,mean_vote,median_vote,votes_10,votes_9,votes_8,votes_7,votes_6,votes_5,votes_4,votes_3,votes_2,votes_1,allgenders_0age_avg_vote,allgenders_0age_votes,allgenders_18age_avg_vote,allgenders_18age_votes,allgenders_30age_avg_vote,allgenders_30age_votes,allgenders_45age_avg_vote,allgenders_45age_votes,males_allages_avg_vote,males_allages_votes,males_0age_avg_vote,males_0age_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_0age_avg_vote,females_0age_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes,title_spanish,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes_y,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
261,261,m261,Batman Forever,1995,5.4,77223.0,['action' 'crime' 'fantasy' 'thriller'],tt0112462,5.4,231670.0,5.5,6.0,8397.0,4506.0,13945.0,34017.0,57221.0,53211.0,29007.0,15387.0,8190.0,7789.0,5.0,121.0,5.5,33306.0,5.4,115282.0,5.3,25476.0,5.4,156701.0,5.0,104.0,5.4,28078.0,5.3,99503.0,5.3,22094.0,5.8,23330.0,6.1,8.0,5.9,4770.0,5.8,14490.0,5.7,3031.0,5.5,759.0,5.4,50684.0,5.4,101968.0,Batman Forever,1995-10-06,"Action, Adventure",121.0,"USA, UK",English,Joel Schumacher,"Bob Kane, Lee Batchler",Warner Bros.,"Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman, Chris O'Donnell, Michael Gough, Pat Hingle, Drew Barrymore, Debi Mazar, Elizabeth Sanders, Rene Auberjonois, Joe Grifasi, Philip Moon, Jessica Tuck, Dennis Paladino","Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",5.4,231670.0,$ 100000000,$ 184069126,$ 336567531,51.0,616.0,186.0
262,262,m262,Batman,1989,7.6,112731.0,['crime' 'drama' 'thriller' 'action' 'adventure' 'crime'],tt0096895,7.5,332356.0,7.6,8.0,37193.0,42831.0,104883.0,89558.0,34651.0,12564.0,4647.0,2318.0,1388.0,2323.0,7.6,215.0,7.4,47615.0,7.6,159581.0,7.3,39834.0,7.5,223802.0,7.5,181.0,7.4,40076.0,7.6,139092.0,7.3,34390.0,7.5,31876.0,8.3,21.0,7.4,6832.0,7.5,18649.0,7.4,4862.0,7.6,862.0,7.7,73421.0,7.4,143522.0,Batman,1989-10-20,"Action, Adventure",126.0,"USA, UK","English, French, Spanish",Tim Burton,"Bob Kane, Sam Hamm",Warner Bros.,"Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl, Pat Hingle, Billy Dee Williams, Michael Gough, Jack Palance, Jerry Hall, Tracey Walter, Lee Wallace, William Hootkins, Richard Strange, Carl Chase, Mac McDonald","The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.",7.5,332356.0,$ 35000000,$ 251348343,$ 411556825,69.0,934.0,229.0
263,263,m263,Bean,1997,5.8,27131.0,['comedy' 'family'],tt0118689,6.5,95682.0,6.6,7.0,8252.0,4924.0,12947.0,24138.0,23302.0,11545.0,4966.0,2442.0,1518.0,1648.0,6.9,84.0,6.9,21405.0,6.3,42824.0,6.0,9160.0,6.5,65108.0,6.9,68.0,6.9,17532.0,6.3,37017.0,6.0,8012.0,6.5,10494.0,6.4,10.0,6.8,3615.0,6.2,5423.0,6.0,1046.0,5.8,576.0,6.2,11560.0,6.5,52773.0,Mr. Bean - L'ultima catastrofe,1997-11-21,"Adventure, Comedy, Family",89.0,"UK, USA",English,Mel Smith,"Rowan Atkinson, Richard Curtis",Polygram Filmed Entertainment,"Rowan Atkinson, Peter MacNicol, John Mills, Pamela Reed, Harris Yulin, Burt Reynolds, Larry Drake, Danny Goldring, Johnny Galecki, Chris Ellis, Andrew Lawrence, Peter Egan, Peter Capaldi, June Brown, Peter James",The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.,6.5,95682.0,$ 18000000,$ 45319423,$ 251212670,52.0,172.0,92.0
264,264,m264,Beavis And Butthead Do America,1996,6.6,23149.0,['animation' 'adventure' 'comedy' 'crime'],tt0115641,6.8,50696.0,6.9,7.0,5086.0,3719.0,9222.0,14272.0,9444.0,4248.0,1902.0,966.0,685.0,1152.0,7.1,16.0,7.1,4487.0,6.8,27065.0,6.5,6536.0,6.8,35396.0,6.9,12.0,7.2,3895.0,6.8,24578.0,6.5,5816.0,6.5,3538.0,7.3,3.0,7.0,555.0,6.4,2213.0,6.2,641.0,6.2,427.0,6.9,16683.0,6.8,18481.0,Beavis & Butt-head alla conquista dell'America,1996-12-20,"Animation, Adventure, Comedy",81.0,USA,"English, Spanish, Hindi","Mike Judge, Mike de Seve","Mike Judge, Joe Stillman",Paramount Pictures,"Mike Judge, Bruce Willis, Demi Moore, Cloris Leachman, Robert Stack, Jacqueline Barba, Pamela Blair, Eric Bogosian, Kristofor Brown, Tony Darling, John Doman, Francis Dumaurier, Jim Flaherty, Tim Guinee, David Letterman",The dim-witted teen duo of Beavis and Butt-Head travel across America in search of their stolen television set.,6.8,50696.0,$ 12000000,$ 63118386,$ 63118386,64.0,155.0,65.0
265,265,m265,Beetle Juice,1988,7.3,62164.0,['comedy' 'fantasy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,266,m266,Being There,1979,8.0,25085.0,['drama' 'comedy'],tt0078841,8.0,64238.0,8.0,8.0,12273.0,13606.0,19365.0,10422.0,4223.0,1714.0,812.0,477.0,399.0,947.0,8.2,13.0,8.0,6394.0,7.9,25187.0,8.0,17802.0,8.0,43531.0,8.2,11.0,8.0,5317.0,7.9,21800.0,8.0,15177.0,7.8,6714.0,10.0,2.0,7.8,992.0,7.7,3102.0,7.9,2369.0,7.3,542.0,8.1,17389.0,7.9,28180.0,Oltre il giardino,1980-10-02,"Comedy, Drama",130.0,"West Germany, USA","English, Russian, Italian",Hal Ashby,"Jerzy Kosinski, Jerzy Kosinski",BSB,"Peter Sellers, Shirley MacLaine, Melvyn Douglas, Jack Warden, Richard Dysart, Richard Basehart, Ruth Attaway, David Clennon, Fran Brill, Denise DuBarry, Oteil Burbridge, Ravenell Keller III, Brian Corrigan, Alfie Brown, Don Jacob","A simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.",8.0,64238.0,,$ 30177511,$ 30177511,83.0,335.0,129.0
267,267,m267,Being John Malkovich,1999,7.9,115008.0,['comedy' 'drama' 'fantasy' 'romance'],tt0120601,7.7,304963.0,7.7,8.0,38676.0,60320.0,95693.0,60896.0,24329.0,10368.0,5034.0,3053.0,2225.0,4369.0,8.1,93.0,7.8,44083.0,7.7,143684.0,7.6,43406.0,7.7,194389.0,8.2,74.0,7.8,34693.0,7.7,117317.0,7.6,35581.0,7.6,42031.0,7.1,13.0,7.6,8731.0,7.7,24631.0,7.5,7083.0,7.4,710.0,7.8,64686.0,7.7,141472.0,Essere John Malkovich,1999-12-03,"Comedy, Drama, Fantasy",113.0,USA,English,Spike Jonze,Charlie Kaufman,Astralwerks,"John Cusack, Cameron Diaz, Ned Bellamy, Eric Weinstein, Madison Lanc, Octavia Spencer, Mary Kay Place, Orson Bean, Catherine Keener, K.K. Dodds, Byrne Piven, Judith Wetzell, John Malkovich, Kevin Carroll, Willie Garson",A puppeteer discovers a portal that leads literally into the head of movie star,7.7,304963.0,$ 13000000,$ 22863596,$ 23106667,90.0,888.0,263.0
268,268,m268,Beloved,1998,5.6,4014.0,['drama' 'mystery'],tt0120603,6.0,6987.0,6.1,6.0,839.0,530.0,846.0,1041.0,1148.0,860.0,475.0,338.0,292.0,618.0,,,6.1,295.0,6.0,2563.0,5.9,2312.0,5.8,3567.0,,,6.1,158.0,5.9,1724.0,5.6,1594.0,6.5,1690.0,,,6.2,135.0,6.5,804.0,6.6,680.0,5.1,176.0,6.0,2941.0,6.0,1903.0,Beloved - L'ombra del passato,1998-10-16,"Drama, History, Horror",172.0,USA,English,Jonathan Demme,"Toni Morrison, Akosua Busia",Harpo Films,"Yada Beener, Emil Pinnock, Calen Johnson, Oprah Winfrey, Beah Richards, Danny Glover, Kimberly Elise, Jude Ciccolella, Kessia Embry, Dashiell Eaves, LisaGay Hamilton, Tyler Hinson, Brian Hooks, Hill Harper, Thandie Newton","Based on the book by Toni Morrison, in which a slave is visited by the spirit of a mysterious young woman",6.0,6987.0,$ 80000000,$ 22852487,$ 22852487,57.0,210.0,69.0
269,269,m269,The Big Lebowski,1998,8.2,182170.0,['comedy' 'crime' 'mystery'],tt0118715,8.1,713883.0,8.1,8.0,160505.0,156771.0,189094.0,114202.0,46974.0,19415.0,9187.0,5547.0,4174.0,8014.0,8.2,335.0,8.0,132160.0,8.2,311311.0,8.0,78344.0,8.1,474701.0,8.3,268.0,8.1,110787.0,8.2,270183.0,8.1,67226.0,7.8,70394.0,7.6,41.0,7.7,19217.0,7.8,37371.0,7.8,9847.0,7.8,838.0,8.3,133608.0,8.0,310583.0,Il grande Lebowski,1998-05-01,"Comedy, Crime, Sport",117.0,"USA, UK","English, German, Hebrew, Spanish","Joel Coen, Ethan Coen","Ethan Coen, Joel Coen",Polygram Filmed Entertainment,"Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi, David Huddleston, Philip Seymour Hoffman, Tara Reid, Philip Moon, Mark Pellegrino, Peter Stormare, Flea, Torsten Voges, Jimmie Dale Gilmore, Jack Kehler, John Turturro","Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",8.1,713883.0,$ 15000000,$ 18034458,$ 46735469,71.0,1248.0,193.0
270,270,m270,The Black Dahlia,2006,5.6,35706.0,['crime' 'drama' 'history' 'mystery' 'thriller'],tt0387877,5.6,70639.0,5.5,6.0,2373.0,1600.0,5030.0,11833.0,17466.0,14502.0,7742.0,4136.0,2544.0,3413.0,6.7,3.0,5.7,5522.0,5.6,39554.0,5.5,13148.0,5.6,46367.0,10.0,1.0,5.7,3496.0,5.6,30847.0,5.5,10976.0,5.5,12645.0,5.0,2.0,5.7,1959.0,5.5,8340.0,5.4,1995.0,5.4,518.0,5.2,16581.0,5.7,37800.0,Black Dahlia,2006-09-29,"Crime, Drama, Mystery",121.0,"USA, Germany, France","English, German",Brian De Palma,"Josh Friedman, James Ellroy",Universal Pictures,"Josh Hartnett, Scarlett Johansson, Aaron Eckhart, Hilary Swank, Mia Kirshner, Mike Starr, Fiona Shaw, Patrick Fischler, James Otis, John Kavanagh, Troy Evans, Anthony Russell, Pepe Serna, Angus MacInnes, Rachel Miner","Two policemen see their personal and professional lives fall apart in the wake of the ""Black Dahlia""",5.6,70639.0,$ 50000000,$ 22545080,$ 49332692,49.0,664.0,248.0
271,271,m271,Blade Ii,2002,6.6,51826.0,['action' 'fantasy' 'horror' 'thriller' 'action' 'adventure' 'horror'],tt0187738,6.7,196524.0,6.8,7.0,12758.0,11231.0,32206.0,62193.0,45326.0,18359.0,7042.0,3318.0,1806.0,2285.0,6.4,44.0,6.7,29312.0,6.6,99909.0,6.7,21765.0,6.7,140062.0,6.2,38.0,6.7,25570.0,6.6,89291.0,6.6,19028.0,6.6,16100.0,8.2,5.0,6.7,3357.0,6.5,9572.0,6.7,2443.0,6.5,694.0,6.8,33158.0,6.6,96235.0,Blade II,2002-08-16,"Action, Fantasy, Horror",117.0,"Germany, USA","English, Romanian, Czech",Guillermo del Toro,"Marv Wolfman, Gene Colan",New Line Cinema,"Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela, Norman Reedus, Thomas Kretschmann, Luke Goss, Matt Schulze, Danny John-Jules, Donnie Yen, Karel Roden, Marit Velle Kile, Tony Curran, Daz Crawford, Santiago Segura","Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires.",6.7,196524.0,$ 54000000,$ 82348319,$ 155010032,52.0,575.0,223.0
272,272,m272,Blade,1998,7.0,65885.0,['action' 'adventure' 'fantasy' 'horror' 'thriller'],tt0120611,7.1,240114.0,7.2,7.0,19304.0,19844.0,56778.0,81286.0,36876.0,13899.0,5404.0,2853.0,1597.0,2273.0,7.1,71.0,7.0,36199.0,7.1,119774.0,7.1,27622.0,7.1,168176.0,7.1,60.0,7.0,31142.0,7.1,105625.0,7.1,24007.0,7.0,21657.0,7.7,8.0,7.0,4552.0,7.0,12862.0,7.2,3251.0,6.8,748.0,7.2,41090.0,7.0,117238.0,Blade,2000-01-07,"Action, Horror, Sci-Fi",120.0,USA,"English, Russian, Serbian",Stephen Norrington,David S. Goyer,Amen Ra Films,"Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright, Donal Logue, Udo Kier, Arly Jover, Traci Lords, Kevin Patrick Walls, Tim Guinee, Sanaa Lathan, Eric Edwards, Donna Wong, Carmen Thomas, Shannon Lee","A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires.",7.1,240114.0,$ 45000000,$ 70087718,$ 131183530,45.0,635.0,181.0
273,273,m273,Book Of Shadows Blair Witch 2,2000,4.1,16285.0,['crime' 'horror' 'mystery' 'thriller'],tt0229260,3.9,35248.0,4.3,4.0,1415.0,684.0,1666.0,2761.0,3916.0,4905.0,5234.0,4908.0,4356.0,5403.0,4.6,10.0,3.6,3152.0,4.0,18782.0,4.1,4828.0,3.9,23193.0,4.9,7.0,3.5,2434.0,4.0,15900.0,4.1,4196.0,4.1,4068.0,5.0,2.0,3.8,665.0,4.2,2693.0,4.3,569.0,3.9,401.0,4.0,7998.0,4.0,16525.0,Il libro segreto delle streghe: Blair Witch 2,2000-12-01,"Adventure, Fantasy, Horror",90.0,USA,"English, German",Joe Berlinger,"Daniel Myrick, Eduardo Sánchez",Artisan Entertainment,"Kurt Loder, Chuck Scarborough, Bruce D. Reed, Jeffrey Donovan, Joe Berlinger, Sara Phillips, Lynda Millard, Deb Burgoyne, Andrea Cox, Lanny Flaherty, Pete Burris, Tristine Skyler, Stephen Barker Turner, Erica Leerhsen, Kim Director","A group of tourists arrives in Burkittsville, Maryland after seeing",3.9,35248.0,$ 15000000,$ 26437094,$ 47737094,15.0,466.0,173.0
274,274,m274,Blood Simple,1984,7.8,28901.0,['crime' 'drama' 'thriller'],tt0086979,7.6,85482.0,7.6,8.0,7935.0,13192.0,29275.0,21592.0,8145.0,2726.0,1118.0,621.0,325.0,553.0,7.0,20.0,7.6,10945.0,7.6,38496.0,7.6,16675.0,7.6,61772.0,7.3,18.0,7.7,9944.0,7.6,35235.0,7.6,14711.0,7.4,5633.0,5.5,2.0,7.3,854.0,7.4,2861.0,7.6,1729.0,7.3,596.0,7.8,21646.0,7.5,39443.0,Blood Simple - Sangue facile,1985-08-22,"Crime, Drama, Thriller",99.0,USA,"English, Spanish","Joel Coen, Ethan Coen","Joel Coen, Ethan Coen",River Road Productions,"John Getz, Frances McDormand, Dan Hedaya, M. Emmet Walsh, Samm-Art Williams, Deborah Neumann, Raquel Gavia, Van Brooks, Señor Marco, William Creamer, Loren Bivens, Bob McAdams, Shannon Sedwick, Nancy Finger, William Preston Robertson","A rich but jealous man hires a private investigator to kill his cheating wife and her lover. However, nothing is simple when blood is involved.",7.6,85482.0,$ 1500000,$ 3851855,$ 4227849,81.0,312.0,153.0
275,275,m275,Bloodmoon,1997,4.5,269.0,['action' 'thriller'],tt0118745,5.9,656.0,6.0,6.0,102.0,36.0,68.0,76.0,119.0,62.0,69.0,39.0,31.0,54.0,,,7.1,49.0,5.8,367.0,5.0,114.0,5.9,506.0,,,7.1,44.0,5.9,348.0,5.0,102.0,4.2,28.0,,,3.2,4.0,3.4,14.0,6.0,9.0,4.4,26.0,6.0,218.0,5.6,262.0,Bloodmoon,1997-06-20,"Action, Thriller",102.0,USA,English,Siu-Hung Leung,Keith W. Strandberg,Media of Medias,"Gary Daniels, Chuck Jeffreys, Frank Gorshin, Darren Shahlavi, Nina Repeta, Leigh Jones, Jeffrey Pillars, Brandie Sylfae, Keith Vitali, Joe Hess, Joe Bonacci, Rob Van Dam, Jen Sung, Michael Depasquale Jr., Ken Kensei",Martial arts action film finds a retired detective returning to action to stop a martial arts master with steel fingers who is killing champions from all sports.,5.9,656.0,,,,,26.0,15.0
276,276,m276,Blow,2001,7.4,71334.0,['biography' 'crime' 'drama'],tt0221027,7.6,236562.0,7.7,8.0,28084.0,35885.0,76703.0,60598.0,22118.0,7548.0,2713.0,1185.0,664.0,1064.0,7.3,36.0,7.7,38374.0,7.6,123817.0,7.2,22700.0,7.6,157208.0,7.2,29.0,7.7,28716.0,7.6,103208.0,7.2,18864.0,7.5,33329.0,8.2,4.0,7.7,9050.0,7.4,19269.0,7.3,3481.0,6.8,640.0,7.6,44361.0,7.6,115644.0,Blow,2001-09-21,"Biography, Crime, Drama",124.0,"USA, Mexico",English,Ted Demme,"Bruce Porter, David McKenna",Apostle,"Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths, Paul Reubens, Jordi Mollà, Cliff Curtis, Miguel Sandoval, Ethan Suplee, Ray Liotta, Kevin Gage, Max Perlich, Jesse James, Miguel Pérez, Dan Ferro",The story of how,7.6,236562.0,$ 53000000,$ 52990775,$ 83282296,52.0,455.0,141.0
277,277,m277,La Battaglia Di Algeri,1966,8.2,14339.0,['drama' 'history' 'war'],tt0058946,8.1,51195.0,7.9,8.0,11109.0,11067.0,13891.0,7348.0,2830.0,1422.0,573.0,407.0,372.0,2176.0,8.0,14.0,8.1,7736.0,8.1,22408.0,8.1,9417.0,8.1,36199.0,8.0,6.0,8.1,6698.0,8.1,20165.0,8.1,8100.0,7.9,4325.0,8.3,6.0,7.8,943.0,7.9,2025.0,8.0,1198.0,7.4,491.0,8.2,12209.0,8.1,23692.0,La battaglia di Algeri,1966-09-09,"Drama, War",121.0,"Algeria, Italy","Arabic, French, English",Gillo Pontecorvo,"Franco Solinas, Franco Solinas",Casbah Film,"Brahim Hadjadj, Jean Martin, Yacef Saadi, Samia Kerbash, Ugo Paletti, Fusia El Kader, Mohamed Ben Kassen","In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",8.1,51195.0,$ 800000,$ 879794,$ 964028,96.0,290.0,151.0
278,278,m278,Body Of Evidence,1993,4.1,6052.0,['drama' 'romance' 'thriller'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,279,m279,The Bridges Of Madison County,1995,7.2,22252.0,['drama' 'romance'],tt0112579,7.6,71194.0,7.7,8.0,11112.0,11362.0,19425.0,16056.0,6833.0,2978.0,1274.0,755.0,505.0,894.0,8.4,16.0,7.8,7620.0,7.6,29736.0,7.5,16854.0,7.5,37931.0,8.5,10.0,7.7,4334.0,7.5,19530.0,7.4,12614.0,7.9,17797.0,8.7,5.0,7.9,3156.0,7.9,9804.0,7.8,3983.0,7.1,518.0,7.2,10637.0,7.7,37270.0,I ponti di Madison County,1995-10-27,"Drama, Romance",135.0,USA,English,Clint Eastwood,"Richard LaGravenese, Robert James Waller",Warner Bros.,"Clint Eastwood, Meryl Streep, Annie Corley, Victor Slezak, Jim Haynie, Sarah Zahn, Christopher Kroon, Phyllis Lyons, Debra Monk, Richard Lage, Michelle Benes, Alison Wiegert, Brandon Bobst, Pearl Faessler, R.E. 'Stick' Faessler",Photographer Robert Kincaid (,7.6,71194.0,$ 24000000,$ 71516617,$ 182016617,66.0,251.0,78.0
280,280,m280,Bones,2001,4.0,3525.0,['crime' 'horror'],tt0166110,4.2,6583.0,4.6,4.0,518.0,103.0,255.0,450.0,738.0,1058.0,1093.0,914.0,636.0,818.0,4.5,2.0,4.5,541.0,4.0,3366.0,4.2,1082.0,4.1,4282.0,4.5,2.0,4.5,412.0,4.0,2868.0,4.1,892.0,4.4,802.0,,,4.6,122.0,4.1,465.0,4.9,176.0,4.0,181.0,4.3,2044.0,4.0,2615.0,Bones,2001-10-24,"Crime, Horror",96.0,USA,"English, French, Spanish",Ernest R. Dickerson,"Adam Simon, Tim Metcalfe",New Line Cinema,"Snoop Dogg, Pam Grier, Michael T. Weiss, Clifton Powell, Ricky Harris, Bianca Lawson, Khalil Kain, Merwin Mondesir, Sean Amsing, Katharine Isabelle, Ron Selmour, Deezer D, Garikayi Mutambirwa, Erin Wright, Josh Byer","Over 20 years after his death by a gunshot, Jimmy Bones comes back as a ghost to wreak revenge on those who killed him and to clean up his neighborhood.",4.2,6583.0,$ 16000000,$ 7316658,$ 8378853,42.0,90.0,60.0
281,281,m281,Bound,1996,7.5,23772.0,['crime' 'drama' 'thriller'],tt0115736,7.3,49591.0,7.5,8.0,5067.0,6814.0,14270.0,13017.0,5853.0,2202.0,973.0,476.0,320.0,599.0,7.1,5.0,7.4,3509.0,7.3,21774.0,7.4,11696.0,7.3,31382.0,7.5,4.0,7.4,2506.0,7.3,18221.0,7.3,9908.0,7.4,6022.0,6.0,1.0,7.4,944.0,7.3,3273.0,7.6,1614.0,6.9,512.0,7.4,10983.0,7.3,23587.0,Bound - Torbido inganno,1996-09-13,"Crime, Romance, Thriller",109.0,USA,"English, Italian","Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski",Dino De Laurentiis Company,"Jennifer Tilly, Gina Gershon, Joe Pantoliano, John P. Ryan, Christopher Meloni, Richard C. Sarafian, Mary Mara, Susie Bright, Margaret Smith, Barry Kivel, Peter Spellos, Ivan Kane, Kevin Michael Richardson, Gene Borkan",Tough ex-con Corky and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.,7.3,49591.0,$ 4500000,$ 3802260,$ 3802260,61.0,224.0,133.0
282,282,m282,The Bourne Identity,2002,7.7,124918.0,['action' 'adventure' 'mystery' 'thriller'],tt0258463,7.9,499095.0,8.0,8.0,57933.0,92170.0,197760.0,106842.0,29185.0,8542.0,3007.0,1404.0,763.0,1489.0,7.7,159.0,7.9,94850.0,7.9,227758.0,8.0,55935.0,7.9,343832.0,7.8,131.0,7.9,80953.0,7.9,197942.0,8.0,47759.0,7.8,49947.0,6.9,19.0,7.7,12695.0,7.7,27386.0,8.0,7267.0,7.6,847.0,8.0,83036.0,7.8,239775.0,The Bourne Identity,2002-11-15,"Action, Mystery, Thriller",119.0,"USA, Germany, Czech Republic, France","English, French, German, Dutch, Italian, Yoruba",Doug Liman,"Tony Gilroy, W. Blake Herron",Universal Pictures,"Matt Damon, Franka Potente, Chris Cooper, Clive Owen, Brian Cox, Adewale Akinnuoye-Agbaje, Gabriel Mann, Walton Goggins, Josh Hamilton, Julia Stiles, Orso Maria Guerrini, Tim Dutton, Denis Braccini, Nicky Naudé, David Selburg","A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",7.9,499095.0,$ 60000000,$ 121661683,$ 214034224,68.0,915.0,249.0
283,283,m283,Brazil,1985,8.0,77350.0,['drama' 'fantasy' 'sci-fi'],tt0088846,7.9,184457.0,8.0,8.0,42845.0,38097.0,47315.0,27127.0,12722.0,6579.0,3286.0,2129.0,1494.0,2863.0,8.4,55.0,8.0,21948.0,7.9,82439.0,8.0,35562.0,7.9,125910.0,8.5,48.0,8.0,18586.0,7.8,72301.0,8.0,31099.0,7.9,16655.0,7.3,6.0,7.9,3065.0,7.9,9166.0,7.8,3892.0,7.3,685.0,8.0,38925.0,7.9,88450.0,Brazil,1985-03-15,"Drama, Sci-Fi",132.0,"UK, USA",English,Terry Gilliam,"Terry Gilliam, Tom Stoppard",Embassy International Pictures,"Jonathan Pryce, Robert De Niro, Katherine Helmond, Ian Holm, Bob Hoskins, Michael Palin, Ian Richardson, Peter Vaughan, Kim Greist, Jim Broadbent, Barbara Hicks, Charles McKeown, Derrick O'Connor, Kathryn Pogson, Bryan Pringle",A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,7.9,184457.0,$ 15000000,$ 9929135,$ 9947816,84.0,584.0,250.0
284,284,m284,Bringing Out The Dead,1999,6.8,31285.0,['drama' 'thriller'],tt0163988,6.8,62557.0,6.9,7.0,4448.0,5719.0,12848.0,17294.0,11122.0,5313.0,2495.0,1227.0,861.0,1230.0,7.2,17.0,7.2,4477.0,6.9,31237.0,6.5,11517.0,6.9,43436.0,7.1,9.0,7.2,4094.0,6.9,28194.0,6.5,9978.0,6.6,4549.0,7.0,6.0,7.0,330.0,6.6,2712.0,6.6,1370.0,6.5,502.0,6.8,15284.0,6.8,28951.0,Al di là della vita,2000-01-07,"Drama, Thriller",121.0,USA,English,Martin Scorsese,"Joe Connelly, Paul Schrader",De Fina-Cappa,"Nicolas Cage, Patricia Arquette, John Goodman, Ving Rhames, Tom Sizemore, Marc Anthony, Mary Beth Hurt, Cliff Curtis, Nestor Serrano, Aida Turturro, Sonja Sohn, Cynthia Roman, Afemo Omilami, Cullen O. Johnson, Arthur J. Nascarella","Haunted by the patients he failed to save, an extremely burned-out Manhattan ambulance paramedic fights to maintain his sanity over three fraught and turbulent nights.",6.8,62557.0,$ 55000000,$ 16797191,$ 16797191,70.0,395.0,174.0
285,285,m285,Broadcast News,1987,7.1,10559.0,['comedy' 'drama' 'romance'],tt0092699,7.2,26257.0,7.3,7.0,2283.0,2971.0,6269.0,7959.0,3894.0,1567.0,563.0,289.0,167.0,295.0,6.5,2.0,7.6,1855.0,7.2,8734.0,7.2,9148.0,7.2,16785.0,6.5,2.0,7.6,1522.0,7.2,7433.0,7.1,7363.0,7.2,3288.0,,,7.3,317.0,7.1,1187.0,7.3,1674.0,6.6,441.0,7.5,9862.0,7.0,8848.0,Dentro la notizia,1988-04-01,"Comedy, Drama, Romance",133.0,USA,"English, Spanish, French, German",James L. Brooks,James L. Brooks,Amercent Films,"William Hurt, Albert Brooks, Holly Hunter, Robert Prosky, Lois Chiles, Joan Cusack, Peter Hackes, Christian Clemenson, Jack Nicholson, Robert Katims, Ed Wheeler, Stephen Mendillo, Kimber Shoop, Dwayne Markee, Gennie James","Take two rival television reporters: one handsome, one talented, both male. Add one Producer, female. Mix well, and watch the sparks fly.",7.2,26257.0,$ 20000000,$ 51249404,$ 67331309,84.0,142.0,62.0
286,286,m286,A Bucket Of Blood,1959,6.8,1892.0,['comedy' 'horror'],tt0052655,6.7,5716.0,6.8,7.0,457.0,354.0,1016.0,1679.0,1188.0,583.0,227.0,94.0,52.0,66.0,5.5,6.0,7.0,460.0,6.8,2200.0,6.5,1863.0,6.7,4020.0,7.2,4.0,7.0,375.0,6.8,1900.0,6.5,1625.0,6.8,575.0,2.0,1.0,6.9,79.0,6.7,265.0,6.7,211.0,6.3,269.0,6.8,2373.0,6.6,1884.0,Un secchio di sangue,1959-10-21,"Comedy, Crime, Horror",66.0,USA,English,Roger Corman,Charles B. Griffith,Alta Vista Productions,"Dick Miller, Barboura Morris, Antony Carbone, Julian Burton, Ed Nelson, John Brinkley, John Herman Shaner, Judy Bamber, Myrtle Vail, Bert Convy, Jhean Burton, Bruno VeSota, Lynn Storey",A dim-witted busboy finds acclaim as an artist for a plaster-covered dead cat that is mistaken as a skillful statuette. The desire for more praise soon leads to an increasingly deadly series of works.,6.7,5716.0,$ 50000,,,,98.0,85.0
